,categorias,descricao_curso,descricao_raca,descricao_civil,descricao_situacao
201,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
202,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
203,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
204,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
205,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
206,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
207,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
208,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
209,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
210,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
211,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
212,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
213,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
214,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
215,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
216,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
217,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
218,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
219,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
220,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
221,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
222,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
223,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
224,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
225,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
226,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
227,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
228,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
229,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
230,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
231,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
232,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
233,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
234,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
235,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
236,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
237,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
238,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
239,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
240,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
241,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
242,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
243,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
244,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
245,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
246,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
247,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
248,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
249,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
250,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
251,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
252,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
253,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
254,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
255,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
256,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
257,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
258,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
259,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
260,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
261,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
262,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Evasão
263,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
264,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
265,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
266,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
267,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
268,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
269,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
270,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
271,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
272,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
273,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
274,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
275,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
276,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
277,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
278,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
279,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
280,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
281,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
282,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
283,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
284,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
285,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
286,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
288,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
289,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
290,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
291,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
292,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
293,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
294,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
295,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
296,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
297,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
298,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
299,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
300,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
301,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
302,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
303,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
304,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
305,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Evasão
306,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
307,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
308,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
309,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
310,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
311,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
312,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
313,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
314,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
315,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
317,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
318,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
319,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
320,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
321,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
322,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
323,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
324,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
325,A,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
326,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
327,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
328,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
329,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
330,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
331,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
332,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
333,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
334,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
335,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
336,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
337,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
338,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
339,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
340,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
341,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
342,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
343,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
344,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
345,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
346,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
347,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
348,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Evasão
349,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
351,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
352,D,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
353,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
354,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
355,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
356,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
357,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
358,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
359,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
360,D,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
361,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
362,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
363,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
364,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
365,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
366,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Evasão
